match_id;team_id;date_id;result;min;pts;fgm;fga;fgp;tpm;tpa;tpp;ftm;fta;ftp;oreb;dreb;reb;ast;tov;stl;blk;pf
02232023SAC;POR;120;L;48;116;43;93;46.2;16;38;42.1;14;17;82.4;9;24;33;26;13;12;3;23
02242023WAS;WAS;121;L;48;109;39;79;49.4;19;44;43.2;12;12;100.0;3;31;34;25;19;6;6;20
02242023PHX;PHX;121;W;48;124;42;90;46.7;14;38;36.8;26;32;81.3;15;39;54;23;11;5;5;22
02242023ATL;CLE;121;L;48;119;40;88;45.5;13;35;37.1;26;29;89.7;10;25;35;20;11;9;6;23
02242023MIN;MIN;121;L;48;113;46;93;49.5;11;33;33.3;10;16;62.5;7;38;45;25;16;6;11;20
02242023MIL;MIA;121;L;48;99;36;92;39.1;9;40;22.5;18;25;72.0;9;36;45;21;10;5;5;17
02242023WAS;NYK;121;W;48;115;45;92;48.9;12;29;41.4;13;16;81.3;12;31;43;21;12;9;2;17
02242023ATL;ATL;121;W;48;136;50;85;58.8;15;28;53.6;21;23;91.3;5;37;42;28;14;7;8;21
02242023CHI;BKN;121;L;48;87;30;81;37.0;12;44;27.3;15;19;78.9;5;26;31;21;14;6;3;25
02242023GSW;HOU;121;L;48;101;36;92;39.1;11;35;31.4;18;22;81.8;13;31;44;23;7;12;3;18
02242023LAC;LAC;121;L;58;175;59;98;60.2;26;45;57.8;31;36;86.1;7;35;42;39;25;8;3;27
02242023MIL;MIL;121;W;48;128;47;98;48.0;19;46;41.3;15;19;78.9;10;47;57;27;12;6;1;18
02242023GSW;GSW;121;W;48;116;37;78;47.4;26;54;48.1;16;18;88.9;7;40;47;27;19;3;3;20
02242023PHX;OKC;121;L;48;115;41;95;43.2;15;38;39.5;18;24;75.0;14;33;47;27;9;5;2;21
02242023LAC;SAC;121;W;58;176;65;111;58.6;18;41;43.9;28;35;80.0;12;31;43;33;15;18;3;28
02242023MIN;CHA;121;W;48;121;43;92;46.7;10;28;35.7;25;28;89.3;11;41;52;25;11;10;4;17
02242023CHI;CHI;121;W;48;131;50;88;56.8;12;26;46.2;19;28;67.9;12;45;57;25;11;6;4;15
02252023UTA;UTA;122;W;48;118;43;92;46.7;10;28;35.7;22;28;78.6;15;41;56;29;16;5;11;16
02252023NYK;NOP;122;L;48;106;40;102;39.2;8;38;21.1;18;21;85.7;13;26;39;25;7;11;0;15
02252023MEM;DEN;122;L;48;94;36;89;40.4;11;37;29.7;11;14;78.6;11;37;48;22;15;4;4;13
02252023DET;DET;122;L;48;91;38;94;40.4;6;24;25.0;9;14;64.3;17;45;62;26;16;4;5;27
02252023CHA;CHA;122;W;48;108;38;88;43.2;10;31;32.3;22;27;81.5;11;37;48;20;15;10;2;22
02252023PHI;BOS;122;W;48;110;43;86;50.0;16;36;44.4;8;12;66.7;9;35;44;20;13;6;4;22
02252023MEM;MEM;122;W;48;112;45;95;47.4;15;44;34.1;7;8;87.5;11;39;50;25;12;10;3;13
02252023ORL;IND;122;W;48;121;48;99;48.5;15;40;37.5;10;14;71.4;10;35;45;35;10;9;8;24
02252023CHA;MIA;122;L;48;103;32;80;40.0;11;36;30.6;28;34;82.4;7;35;42;24;18;7;3;25
02252023DET;TOR;122;W;48;95;33;88;37.5;7;26;26.9;22;34;64.7;10;36;46;22;8;9;5;18
02252023ORL;ORL;122;L;48;108;35;90;38.9;6;29;20.7;32;38;84.2;15;40;55;16;14;4;8;19
02252023NYK;NYK;122;W;48;128;45;88;51.1;19;48;39.6;19;23;82.6;11;43;54;24;19;1;7;22
02252023UTA;SAS;122;L;48;102;38;97;39.2;9;34;26.5;17;21;81.0;9;32;41;21;10;5;6;21
02252023PHI;PHI;122;L;48;107;35;78;44.9;9;27;33.3;28;35;80.0;8;34;42;19;10;8;3;13
02262023GSW;GSW;123;W;48;109;39;91;42.9;15;42;35.7;16;22;72.7;16;40;56;23;18;11;5;19
02262023DEN;DEN;123;W;53;134;49;96;51.0;13;39;33.3;23;31;74.2;11;39;50;35;16;10;3;23
02262023CLE;TOR;123;L;48;93;36;93;38.7;9;25;36.0;12;15;80.0;13;30;43;19;14;4;4;16
02262023OKC;OKC;123;L;48;115;41;86;47.7;16;40;40.0;17;23;73.9;9;28;37;24;14;10;0;19
02262023DEN;LAC;123;L;53;124;44;90;48.9;11;34;32.4;25;30;83.3;6;32;38;24;13;11;5;25
02262023ATL;ATL;123;W;48;129;45;90;50.0;16;30;53.3;23;28;82.1;13;33;46;20;16;7;2;18
02262023GSW;MIN;123;L;48;104;38;90;42.2;17;45;37.8;11;21;52.4;10;33;43;26;16;11;8;18
02262023DAL;LAL;123;W;48;111;42;97;43.3;6;34;17.6;21;28;75.0;17;39;56;25;11;9;4;17
02262023CHI;CHI;123;W;48;102;40;79;50.6;8;30;26.7;14;17;82.4;8;31;39;21;11;7;3;19
02262023MIL;MIL;123;W;48;104;38;87;43.7;13;45;28.9;15;21;71.4;11;34;45;15;12;4;7;20
02262023MIL;PHX;123;L;48;101;40;95;42.1;8;24;33.3;13;22;59.1;19;36;55;21;12;4;5;22
02262023POR;POR;123;W;48;131;42;77;54.5;20;39;51.3;27;35;77.1;6;31;37;20;14;7;7;21
02262023CHI;WAS;123;L;48;82;32;76;42.1;6;28;21.4;12;23;52.2;12;30;42;22;16;5;1;18
02262023DAL;DAL;123;L;48;108;39;93;41.9;20;49;40.8;10;14;71.4;11;37;48;21;17;5;5;24
02262023OKC;SAC;123;W;48;124;45;85;52.9;18;43;41.9;16;24;66.7;13;35;48;32;20;7;1;21
02262023POR;HOU;123;L;48;114;45;100;45.0;7;26;26.9;17;25;68.0;18;30;48;24;14;7;2;26
02262023ATL;BKN;123;L;48;127;43;87;49.4;14;39;35.9;27;29;93.1;6;31;37;20;10;12;6;21
02262023CLE;CLE;123;W;48;118;44;84;52.4;18;36;50.0;12;14;85.7;8;37;45;31;14;7;5;17
02272023NOP;ORL;124;W;48;101;36;79;45.6;9;34;26.5;20;26;76.9;11;32;43;21;17;9;1;20
02272023PHI;MIA;124;W;48;101;35;81;43.2;15;37;40.5;16;22;72.7;12;25;37;21;13;10;3;20
02272023NYK;BOS;124;L;48;94;37;84;44.0;9;42;21.4;11;14;78.6;7;28;35;21;12;5;8;22
02272023NOP;NOP;124;L;48;93;34;76;44.7;6;27;22.2;19;23;82.6;9;29;38;23;17;9;2;26
02272023NYK;NYK;124;W;48;109;37;78;47.4;12;31;38.7;23;34;67.6;7;37;44;20;15;6;3;11
02272023CHA;CHA;124;W;48;117;43;83;51.8;13;26;50.0;18;22;81.8;7;39;46;24;17;8;3;22
02272023CHA;DET;124;L;48;106;42;92;45.7;3;26;11.5;19;27;70.4;10;29;39;18;9;12;3;18
02272023PHI;PHI;124;L;48;99;32;73;43.8;10;27;37.0;25;28;89.3;9;30;39;20;20;7;3;24
02282023TOR;TOR;125;W;48;104;38;94;40.4;15;42;35.7;13;19;68.4;19;28;47;26;12;11;6;17
02282023TOR;CHI;125;L;48;98;37;71;52.1;10;25;40.0;14;17;82.4;6;29;35;28;20;6;7;18
02282023MEM;MEM;125;W;48;121;51;112;45.5;6;31;19.4;13;17;76.5;14;33;47;25;7;13;6;17
02282023UTA;UTA;125;L;48;94;30;85;35.3;10;34;29.4;24;36;66.7;14;38;52;15;20;8;9;15
02282023LAC;LAC;125;L;48;101;35;83;42.2;11;28;39.3;20;23;87.0;9;35;44;24;25;11;3;17
02282023GSW;POR;125;L;48;105;37;86;43.0;12;39;30.8;19;22;86.4;9;24;33;26;13;8;4;17
02282023ATL;ATL;125;L;48;116;43;93;46.2;13;35;37.1;17;19;89.5;13;29;42;21;9;4;7;17
02282023BKN;BKN;125;L;48;104;36;83;43.4;12;36;33.3;20;25;80.0;3;35;38;25;18;12;6;19
02282023HOU;DEN;125;W;48;133;53;92;57.6;16;37;43.2;11;16;68.8;11;32;43;40;11;8;5;10
02282023UTA;SAS;125;W;48;102;39;91;42.9;8;26;30.8;16;25;64.0;9;36;45;23;14;9;5;22
02282023BKN;MIL;125;W;48;118;50;102;49.0;14;37;37.8;4;12;33.3;11;44;55;32;17;10;3;21
02282023LAC;MIN;125;W;48;108;43;90;47.8;9;26;34.6;13;22;59.1;10;36;46;22;19;14;8;20
02282023OKC;SAC;125;W;48;123;43;82;52.4;15;42;35.7;22;30;73.3;8;43;51;34;20;3;4;21
02282023DAL;IND;125;W;48;124;41;78;52.6;11;28;39.3;31;40;77.5;5;36;41;25;9;3;8;19
02282023ATL;WAS;125;W;48;119;48;97;49.5;6;21;28.6;17;20;85.0;16;32;48;19;9;6;5;15
02282023MEM;LAL;125;L;48;109;38;86;44.2;13;34;38.2;20;23;87.0;14;42;56;22;26;5;10;19
02282023GSW;GSW;125;W;48;123;49;91;53.8;12;30;40.0;13;16;81.3;12;34;46;34;18;5;2;19
02282023OKC;OKC;125;L;48;117;43;98;43.9;11;35;31.4;20;24;83.3;12;30;42;28;10;9;1;23
02282023DAL;DAL;125;L;48;122;46;91;50.5;12;37;32.4;18;28;64.3;9;29;38;28;7;5;3;29
02282023HOU;HOU;125;L;48;112;48;97;49.5;9;31;29.0;7;10;70.0;10;30;40;33;13;5;6;16
03012023NYK;NYK;126;W;48;142;54;89;60.7;20;35;57.1;14;21;66.7;7;39;46;28;16;5;3;21
03012023POR;NOP;126;W;48;121;46;89;51.7;9;25;36.0;20;23;87.0;11;30;41;23;6;9;4;20
03012023CHA;CHA;126;L;48;91;32;88;36.4;9;33;27.3;18;28;64.3;12;36;48;20;14;3;7;17
03012023OKC;LAL;126;W;48;123;38;80;47.5;16;35;45.7;31;39;79.5;10;31;41;22;13;8;8;19
03012023MIL;ORL;126;L;48;117;43;94;45.7;9;33;27.3;22;29;75.9;12;38;50;22;13;3;5;18
03012023BOS;BOS;126;W;48;117;39;78;50.0;16;32;50.0;23;28;82.1;7;36;43;27;13;5;4;18
03012023MIA;MIA;126;L;48;96;34;78;43.6;7;29;24.1;21;23;91.3;5;28;33;18;13;3;2;17
03012023CHA;PHX;126;W;48;105;42;89;47.2;9;25;36.0;12;15;80.0;5;43;48;30;13;8;9;22
03012023HOU;MEM;126;W;48;113;40;83;48.2;17;41;41.5;16;19;84.2;8;36;44;27;8;6;9;21
03012023NYK;BKN;126;L;48;118;42;90;46.7;15;39;38.5;19;20;95.0;5;26;31;26;14;6;5;21
03012023HOU;HOU;126;L;48;99;36;90;40.0;11;34;32.4;16;25;64.0;17;32;49;17;13;4;5;18
03012023DET;DET;126;L;48;115;39;78;50.0;14;35;40.0;23;28;82.1;7;33;40;23;17;8;2;23
03012023POR;POR;126;L;48;110;36;81;44.4;11;38;28.9;27;29;93.1;12;29;41;18;14;5;8;18
03012023MIA;PHI;126;W;48;119;41;83;49.4;15;39;38.5;22;22;100.0;9;32;41;25;9;6;5;20
03012023OKC;OKC;126;L;48;117;44;91;48.4;11;40;27.5;18;24;75.0;12;30;42;29;13;8;4;27
03012023DET;CHI;126;W;48;117;41;85;48.2;12;27;44.4;23;31;74.2;10;30;40;27;15;9;4;22
03012023MIL;MIL;126;W;48;139;49;94;52.1;26;56;46.4;15;19;78.9;8;38;46;29;8;4;1;23
03012023BOS;CLE;126;L;48;113;45;92;48.9;10;32;31.3;13;21;61.9;10;28;38;21;7;8;3;18
03022023DAL;DAL;127;W;48;133;45;82;54.9;25;48;52.1;18;27;66.7;5;26;31;26;13;8;1;22
03022023WAS;WAS;127;W;48;119;43;84;51.2;14;30;46.7;19;24;79.2;9;34;43;30;15;5;4;12
03022023DAL;PHI;127;L;48;126;45;78;57.7;12;27;44.4;24;29;82.8;5;32;37;28;14;9;1;24
03022023SAS;IND;127;L;48;99;41;90;45.6;8;23;34.8;9;11;81.8;6;34;40;23;14;11;8;18
03022023GSW;GSW;127;W;48;115;39;93;41.9;14;46;30.4;23;27;85.2;15;45;60;25;12;9;6;20
03022023WAS;TOR;127;L;48;108;41;92;44.6;9;33;27.3;17;17;100.0;13;30;43;28;14;8;7;21
03022023GSW;LAC;127;L;48;91;32;89;36.0;9;43;20.9;18;21;85.7;9;38;47;19;16;5;5;24
03022023SAS;SAS;127;W;48;110;45;98;45.9;10;32;31.3;10;13;76.9;13;37;50;31;17;5;6;14
03032023CHA;ORL;128;W;48;117;46;86;53.5;10;26;38.5;15;19;78.9;13;29;42;21;20;9;4;24
03032023SAC;SAC;128;W;48;128;46;87;52.9;10;33;30.3;26;26;100.0;9;36;45;26;11;3;2;22
03032023OKC;OKC;128;W;48;130;52;104;50.0;17;43;39.5;9;14;64.3;11;29;40;31;7;12;5;22
03032023MIA;MIA;128;L;48;120;39;81;48.1;12;25;48.0;30;32;93.8;11;28;39;23;12;7;2;17
03032023BOS;BOS;128;L;48;105;41;84;48.8;9;29;31.0;14;20;70.0;9;39;48;26;19;8;8;19
03032023MIA;NYK;128;W;48;122;47;81;58.0;17;41;41.5;11;17;64.7;6;28;34;23;12;8;4;23
03032023LAL;MIN;128;W;48;110;42;89;47.2;14;34;41.2;12;16;75.0;10;36;46;29;14;10;6;21
03032023GSW;GSW;128;W;48;108;40;78;51.3;10;31;32.3;18;20;90.0;9;34;43;28;18;7;4;22
03032023DEN;DEN;128;W;48;113;40;87;46.0;8;31;25.8;25;31;80.6;13;40;53;28;10;6;5;21
03032023OKC;UTA;128;L;48;103;38;78;48.7;9;29;31.0;18;23;78.3;10;38;48;24;26;5;14;18
03032023CHI;PHX;128;W;48;125;42;84;50.0;20;47;42.6;21;25;84.0;13;28;41;29;11;6;7;20
03032023ATL;ATL;128;W;48;129;52;91;57.1;12;26;46.2;13;16;81.3;10;33;43;30;17;10;5;19
03032023LAL;LAL;128;L;48;102;36;87;41.4;10;31;32.3;20;24;83.3;11;30;41;23;15;8;2;19
03032023CHA;CHA;128;L;48;106;38;78;48.7;9;24;37.5;21;25;84.0;8;26;34;25;21;11;4;20
03032023BOS;BKN;128;W;48;115;40;95;42.1;14;44;31.8;21;26;80.8;13;34;47;25;13;9;6;20
03032023DEN;MEM;128;L;48;97;31;84;36.9;11;32;34.4;24;31;77.4;10;30;40;24;11;6;6;24
03032023ATL;POR;128;L;48;111;41;87;47.1;13;39;33.3;16;20;80.0;9;25;34;22;18;11;7;15
03032023SAC;LAC;128;L;48;127;47;87;54.0;14;41;34.1;19;27;70.4;6;26;32;31;7;7;3;24
03032023GSW;NOP;128;L;48;99;34;77;44.2;10;29;34.5;21;27;77.8;7;22;29;20;13;9;4;22
03032023CHI;CHI;128;L;48;104;39;83;47.0;7;23;30.4;19;25;76.0;9;25;34;24;9;7;1;15
03042023CLE;CLE;129;W;48;114;45;91;49.5;14;34;41.2;10;18;55.6;8;31;39;29;12;14;8;18
03042023SAC;SAC;129;L;48;134;49;89;55.1;14;27;51.9;22;30;73.3;11;28;39;25;6;5;1;21
03042023SAS;SAS;129;L;48;110;38;86;44.2;15;37;40.5;19;20;95.0;13;29;42;24;15;9;3;20
03042023CLE;DET;129;L;48;90;33;81;40.7;6;24;25.0;18;25;72.0;12;37;49;19;24;5;7;15
03042023SAC;MIN;129;W;48;138;48;80;60.0;20;39;51.3;22;31;71.0;6;34;40;31;12;4;6;21
03042023SAS;HOU;129;W;48;122;49;87;56.3;8;23;34.8;16;22;72.7;14;31;45;26;16;9;5;24
03042023MIL;PHI;129;W;48;133;42;84;50.0;18;37;48.6;31;37;83.8;9;23;32;24;6;5;1;21
03042023MIL;MIL;129;L;48;130;44;83;53.0;17;34;50.0;25;28;89.3;11;32;43;30;13;3;3;23
03042023WAS;WAS;129;L;53;109;38;75;50.7;14;24;58.3;19;22;86.4;9;34;43;26;24;9;5;16
03042023MIA;ATL;129;L;48;109;37;79;46.8;9;30;30.0;26;30;86.7;10;27;37;22;16;12;1;23
03042023MIA;MIA;129;W;48;117;42;83;50.6;13;35;37.1;20;23;87.0;12;31;43;31;20;5;3;19
03042023WAS;TOR;129;W;53;116;47;90;52.2;12;30;40.0;10;14;71.4;10;24;34;30;14;14;4;21
03052023BOS;NYK;130;W;58;131;47;95;49.5;15;41;36.6;22;32;68.8;11;43;54;18;20;7;4;27
03052023LAL;GSW;130;L;48;105;36;91;39.6;18;52;34.6;15;18;83.3;7;35;42;27;13;2;6;21
03052023DAL;PHX;130;W;48;130;49;89;55.1;12;34;35.3;20;25;80.0;9;32;41;27;9;5;2;28
03052023CHI;IND;130;W;48;125;48;94;51.1;16;44;36.4;13;16;81.3;13;22;35;27;9;5;6;18
03052023BKN;CHA;130;L;48;86;33;88;37.5;8;30;26.7;12;15;80.0;5;44;49;17;10;2;3;19
03052023WAS;WAS;130;L;48;111;46;108;42.6;8;31;25.8;11;12;91.7;20;36;56;21;9;8;2;19
03052023ORL;POR;130;W;48;122;39;83;47.0;16;47;34.0;28;32;87.5;9;37;46;27;17;9;5;22
03052023BKN;BKN;130;W;48;102;36;92;39.1;12;43;27.9;18;22;81.8;8;44;52;21;8;5;9;12
03052023HOU;HOU;130;W;48;142;52;85;61.2;13;24;54.2;25;29;86.2;6;38;44;29;12;10;3;20
03052023LAC;LAC;130;W;48;135;45;85;52.9;12;29;41.4;33;35;94.3;13;40;53;25;17;6;2;17
03052023CHI;CHI;130;L;48;122;45;74;60.8;10;22;45.5;22;25;88.0;4;29;33;18;15;6;3;20
03052023LAL;LAL;130;W;48;113;42;95;44.2;11;33;33.3;18;22;81.8;10;36;46;29;9;3;3;17
03052023DAL;DAL;130;L;48;126;38;77;49.4;15;38;39.5;35;38;92.1;5;26;31;15;10;5;0;22
03052023OKC;UTA;130;L;48;119;43;88;48.9;11;37;29.7;22;27;81.5;12;27;39;30;16;5;8;25
03052023ORL;ORL;130;L;48;119;42;84;50.0;11;31;35.5;24;31;77.4;6;32;38;29;11;11;2;25
03052023HOU;SAS;130;L;48;110;43;93;46.2;11;34;32.4;13;21;61.9;13;22;35;23;15;5;4;20
03052023OKC;OKC;130;W;48;129;44;87;50.6;14;37;37.8;27;33;81.8;11;31;42;24;12;9;4;20
03052023BOS;BOS;130;L;58;129;43;109;39.4;21;59;35.6;22;25;88.0;17;37;54;27;16;8;5;28
03052023WAS;MIL;130;W;48;117;39;83;47.0;22;49;44.9;17;22;77.3;7;38;45;30;12;5;6;15
03052023LAC;MEM;130;L;48;129;50;92;54.3;18;34;52.9;11;15;73.3;2;24;26;32;8;13;3;23
03062023CLE;CLE;131;W;53;118;43;96;44.8;12;34;35.3;20;25;80.0;16;42;58;27;15;4;7;20
03062023DET;POR;131;W;48;110;38;78;48.7;15;33;45.5;19;25;76.0;5;33;38;28;11;7;6;17
03062023SAC;SAC;131;W;48;123;47;83;56.6;16;38;42.1;13;20;65.0;6;27;33;39;11;7;3;12
03062023SAC;NOP;131;L;48;108;43;80;53.8;11;29;37.9;11;14;78.6;7;33;40;29;16;6;4;19
03062023MIA;ATL;131;L;48;128;51;92;55.4;9;29;31.0;17;23;73.9;12;25;37;28;11;5;0;25
03062023DET;DET;131;L;48;104;40;86;46.5;10;32;31.3;14;20;70.0;16;36;52;30;16;9;6;21
03062023DEN;DEN;131;W;48;118;43;86;50.0;13;33;39.4;19;23;82.6;12;29;41;30;14;9;2;12
03062023DEN;TOR;131;L;48;113;43;86;50.0;10;27;37.0;17;20;85.0;11;30;41;29;15;6;4;20
03062023IND;PHI;131;W;48;147;48;82;58.5;16;34;47.1;35;38;92.1;5;31;36;37;12;6;5;26
03062023MIA;MIA;131;W;48;130;41;77;53.2;16;29;55.2;32;37;86.5;8;24;32;27;11;6;4;17
03062023CLE;BOS;131;L;53;114;42;101;41.6;16;48;33.3;14;21;66.7;15;37;52;25;14;5;5;21
03062023IND;IND;131;L;48;143;53;90;58.9;15;37;40.5;22;31;71.0;5;25;30;28;9;8;4;24
03072023HOU;BKN;132;W;48;118;40;81;49.4;15;40;37.5;23;29;79.3;5;31;36;23;12;12;7;21
03072023DAL;DAL;132;W;48;120;42;89;47.2;19;45;42.2;17;22;77.3;3;40;43;24;17;10;6;20
03072023LAL;LAL;132;W;48;112;41;90;45.6;7;28;25.0;23;29;79.3;7;50;57;27;15;4;2;18
03072023DET;DET;132;L;48;117;43;84;51.2;13;30;43.3;18;22;81.8;10;20;30;29;12;6;3;16
03072023ORL;MIL;132;W;48;134;46;78;59.0;10;28;35.7;32;34;94.1;3;35;38;28;17;5;5;18
03072023DET;WAS;132;W;48;119;47;81;58.0;12;25;48.0;13;17;76.5;9;28;37;27;15;9;5;20
03072023HOU;HOU;132;L;48;96;36;83;43.4;7;26;26.9;17;24;70.8;15;33;48;14;19;6;1;22
03072023LAL;MEM;132;L;48;103;36;93;38.7;9;37;24.3;22;29;75.9;6;39;45;18;7;6;6;25
03072023NYK;CHA;132;W;48;112;42;85;49.4;12;32;37.5;16;21;76.2;10;32;42;27;12;2;5;20
03072023MIN;MIN;132;L;48;94;34;86;39.5;11;36;30.6;15;21;71.4;6;28;34;19;11;9;7;16
03072023ORL;ORL;132;L;48;123;50;100;50.0;9;30;30.0;14;19;73.7;10;28;38;24;13;7;0;22
03072023MIN;PHI;132;W;48;117;40;81;49.4;15;25;60.0;22;23;95.7;8;46;54;21;16;8;6;17
03072023OKC;OKC;132;W;48;137;50;94;53.2;17;37;45.9;20;24;83.3;13;31;44;28;18;10;2;17
03072023DAL;UTA;132;L;48;116;41;92;44.6;15;44;34.1;19;25;76.0;6;41;47;23;16;10;4;23
03072023NYK;NYK;132;L;48;105;38;89;42.7;11;40;27.5;18;24;75.0;10;29;39;18;8;3;4;18
03072023OKC;GSW;132;L;48;128;47;89;52.8;20;51;39.2;14;16;87.5;8;25;33;36;21;8;3;21
03082023NOP;NOP;133;W;48;113;42;83;50.6;13;27;48.1;16;18;88.9;9;40;49;32;15;4;6;19
03082023NOP;DAL;133;L;48;106;38;88;43.2;16;46;34.8;14;19;73.7;5;29;34;24;9;7;0;18
03082023MIA;MIA;133;L;48;100;35;70;50.0;8;29;27.6;22;29;75.9;10;27;37;22;24;7;4;19
03082023PHX;OKC;133;L;48;101;33;88;37.5;15;43;34.9;20;21;95.2;7;30;37;23;16;9;2;13
03082023DEN;DEN;133;L;48;96;37;88;42.0;15;40;37.5;7;15;46.7;11;33;44;26;11;5;2;16
03082023PHX;PHX;133;W;48;132;49;94;52.1;20;43;46.5;14;16;87.5;14;40;54;31;15;10;7;17
03082023WAS;WAS;133;L;48;120;47;83;56.6;12;29;41.4;14;17;82.4;6;33;39;34;19;9;1;16
03082023LAC;LAC;133;W;48;108;39;71;54.9;6;20;30.0;24;31;77.4;9;35;44;23;17;9;4;18
03082023BOS;POR;133;L;48;93;30;82;36.6;11;39;28.2;22;27;81.5;6;41;47;18;16;5;2;19
03082023DEN;CHI;133;W;48;117;46;89;51.7;8;24;33.3;17;18;94.4;9;41;50;26;9;9;2;16
03082023WAS;ATL;133;W;48;122;45;85;52.9;12;29;41.4;20;26;76.9;8;28;36;26;11;11;5;17
03082023BOS;BOS;133;W;48;115;42;88;47.7;18;49;36.7;13;20;65.0;5;40;45;26;11;9;2;20
03082023MIA;CLE;133;W;48;104;39;80;48.8;9;28;32.1;17;19;89.5;7;25;32;26;17;13;3;23
03082023LAC;TOR;133;L;48;100;37;96;38.5;13;32;40.6;13;14;92.9;15;26;41;21;12;12;2;23
03092023MEM;MEM;134;W;48;131;50;93;53.8;18;40;45.0;13;18;72.2;9;33;42;36;14;6;3;18
03092023IND;IND;134;W;53;134;48;100;48.0;18;45;40.0;20;21;95.2;8;34;42;34;12;12;15;21
03092023SAC;SAC;134;W;48;122;44;84;52.4;10;32;31.3;24;32;75.0;6;36;42;28;12;10;3;21
03092023ORL;UTA;134;W;48;131;49;88;55.7;13;34;38.2;20;21;95.2;11;31;42;27;18;7;8;26
03092023MIL;MIL;134;W;48;118;44;104;42.3;19;50;38.0;11;14;78.6;20;41;61;33;16;8;12;14
03092023DET;CHA;134;W;48;113;43;86;50.0;8;24;33.3;19;32;59.4;13;31;44;24;13;11;9;18
03092023MEM;GSW;134;L;48;110;36;82;43.9;15;45;33.3;23;24;95.8;8;24;32;25;17;9;3;17
03092023DET;DET;134;L;48;103;40;89;44.9;7;21;33.3;16;20;80.0;17;31;48;20;19;5;4;22
03092023SAC;NYK;134;L;48;117;42;101;41.6;13;50;26.0;20;31;64.5;23;35;58;27;14;8;1;25
03092023IND;HOU;134;L;53;125;49;107;45.8;6;17;35.3;21;29;72.4;20;38;58;18;17;6;6;22
03092023MIL;BKN;134;L;48;113;41;104;39.4;14;36;38.9;17;17;100.0;15;32;47;20;14;10;4;12
03092023ORL;ORL;134;L;48;124;44;94;46.8;16;34;47.1;20;31;64.5;12;24;36;21;10;9;4;16
03102023MIN;MIN;135;L;53;123;48;98;49.0;9;30;30.0;18;29;62.1;12;35;47;29;14;10;6;21
03102023WAS;ATL;135;W;48;114;42;95;44.2;15;31;48.4;15;19;78.9;13;33;46;25;14;9;4;17
03102023SAS;SAS;135;W;48;128;51;94;54.3;13;33;39.4;13;17;76.5;13;37;50;31;19;10;0;20
03102023LAL;TOR;135;L;48;112;46;92;50.0;10;28;35.7;10;13;76.9;10;27;37;29;13;14;3;16
03102023PHI;POR;135;L;48;119;42;80;52.5;15;36;41.7;20;30;66.7;5;31;36;24;9;6;3;17
03102023LAL;LAL;135;W;48;122;45;80;56.3;13;30;43.3;19;19;100.0;5;30;35;28;21;8;8;10
03102023MIN;BKN;135;W;53;124;42;91;46.2;16;34;47.1;24;33;72.7;12;36;48;20;15;7;5;26
03102023MIA;MIA;135;W;48;119;42;82;51.2;14;29;48.3;21;23;91.3;11;35;46;22;16;7;4;20
03102023PHI;PHI;135;W;48;120;43;83;51.8;11;30;36.7;23;29;79.3;12;30;42;25;10;7;4;24
03102023MIA;CLE;135;L;48;115;40;86;46.5;18;43;41.9;17;21;81.0;8;26;34;25;11;5;6;20
03102023WAS;WAS;135;L;48;107;43;88;48.9;7;27;25.9;14;18;77.8;7;36;43;27;15;8;6;17
03102023SAS;DEN;135;L;48;120;44;90;48.9;13;35;37.1;19;20;95.0;8;25;33;32;14;14;4;14
03112023DET;IND;136;W;48;121;43;93;46.2;9;35;25.7;26;34;76.5;18;40;58;24;14;7;6;20
03112023PHX;PHX;136;L;48;119;44;89;49.4;13;44;29.5;18;22;81.8;7;33;40;30;14;11;3;26
03112023NOP;NOP;136;L;48;96;34;81;42.0;12;34;35.3;16;19;84.2;8;35;43;23;22;3;4;25
03112023GSW;GSW;136;W;53;125;46;112;41.1;23;55;41.8;10;11;90.9;18;47;65;33;15;12;4;15
03112023LAC;NYK;136;L;48;95;32;90;35.6;7;31;22.6;24;27;88.9;20;34;54;21;10;5;3;17
03112023MEM;MEM;136;W;48;112;41;86;47.7;10;38;26.3;20;24;83.3;11;34;45;25;11;7;5;16
03112023ATL;BOS;136;W;48;134;52;95;54.7;20;42;47.6;10;12;83.3;5;35;40;35;9;6;6;21
03112023CHA;CHA;136;L;48;111;40;98;40.8;17;40;42.5;14;15;93.3;11;32;43;24;7;5;14;15
03112023MEM;DAL;136;L;48;108;39;85;45.9;15;43;34.9;15;23;65.2;10;33;43;25;11;4;3;17
03112023HOU;CHI;136;W;48;119;44;86;51.2;15;32;46.9;16;22;72.7;13;31;44;25;14;7;9;17
03112023ORL;ORL;136;W;53;126;48;99;48.5;13;37;35.1;17;20;85.0;15;39;54;34;19;10;10;20
03112023GSW;MIL;136;L;53;116;43;100;43.0;21;51;41.2;9;11;81.8;7;41;48;28;17;9;7;14
03112023CHA;UTA;136;W;48;119;46;103;44.7;9;32;28.1;18;20;90.0;20;40;60;22;11;4;4;17
03112023ORL;MIA;136;L;53;114;42;94;44.7;11;37;29.7;19;20;95.0;5;30;35;19;17;8;2;17
03112023ATL;ATL;136;L;48;125;50;100;50.0;10;34;29.4;15;16;93.8;13;35;48;24;10;4;4;17
